Phrase,Neighbours
internet applications,"web applications, internet protocol suite, internet service providers, internet route objects, internet addressing structure, internet routing registry, big data applications, speech processing applications"
internet protocol suite,"network protocol, wireless routing protocol, advanced message queuing protocol, internet route objects, internet applications, industrial protocol, internet routing registry, internet service providers, file exchange protocol, internet addressing structure"
internet route objects,"internet protocol suite, internet addressing structure, internet routing registry, internet applications, internet service providers, portable distributed objects, data objects, immutable objects, visual objects"
internet routing registry,"internet protocol suite, internet route objects, internet service providers, internet applications, internet addressing structure"
internet service providers,"internet protocol suite, internet applications, internet routing registry, internet route objects, internet addressing structure"
interpolative decomposition,"orthogonal decomposition, orthogonal decomposition methods, polynomial decomposition, polynomial decomposition theorem, matrix decomposition, cholesky decomposition, tree decomposition"
intrusion detection,"feature detection, error detection, speech detection, speech activity detection, bidirectional forwarding detection"
inverse matrix,"matrix algorithms, matrix operations, matrix decomposition, matrix decompositions, degree matrix, matrix multiplication, system matrix, incidence matrix, adjacency matrix, density matrix"
ip address,"ip address pool, ip routing, ipv6 address pool, address space, virtual address space, mac address, address pool, virtual memory address space"
ip address pool,"ip address, ipv6 address pool, address pool, address space, virtual address space, mac address, virtual memory address space"
ip routing,ip address
ipn design,"network integration design, User interface design, user interface design, web design, application design, algorithmic design, algorithmic mechanism design, information technology systems design, ux design, user experience design"
ipv6 address pool,"ip address pool, ip address, address pool, address space, virtual address space, virtual memory address space, mac address"
iterative algorithms,"iterative method, efficient algorithms, sequential algorithms, iterative refinement, approximation algorithms, standard computer algorithms, evolutionary algorithms, machine learning algorithms, randomized algorithms, abstract algorithms"
iterative method,"iterative algorithms, iterative refinement, jacobi iteration method, heuristic method, numerical method, backward euler method, supervised method, evaluation method, gaussseidel method algorithm, Factory method"
iterative refinement,"iterative method, iterative algorithms"
jacobi iteration method,"jacobi method, arnoldi iteration, iterative method, implicit euler method, backward euler method, method call, numerical method, evaluation method, supervised method, heuristic method"
jacobi method,"jacobi iteration method, gaussseidel method algorithm, method call, numerical method, supervised method, heuristic method, implicit euler method, Factory method, factory method, evaluation method"
javascript computer programming,"computer programming, computer network programming, computer programming tasks, automatic programming, computer program, Object Oriented Programming, object oriented programming, computer code, programming language, subject-oriented programming"
javascript pseudorandom number generators,"pseudorandom number generators, pseudorandom number generator, number theory, javascript v8 engine"
javascript v8 engine,"functional presence engine, javascript pseudorandom number generators"
join trees,"thus trees, spanning trees, search trees, clique trees, decision trees, binary trees, avl trees, extended binary trees, gradient boosted trees, binary search trees"
joint density,"joint density matrix, joint distribution, density function, joint probability distribution, statistical density functions, density matrix, joint entropies, kernel density estimation"
joint density matrix,"joint density, density matrix, joint distribution, joint probability distribution, density function, statistical density functions, situ matrix transposition, correlation matrix, circulant matrix, degree matrix"
joint distribution,"joint probability distribution, joint density, joint density matrix, value distribution, multivariate normal distribution, normal distribution, gaussian distribution, probability distribution, conditional probability distribution, categorical distribution"
joint entropies,"joint density, joint distribution, joint density matrix, joint probability distribution"
joint probability distribution,"joint distribution, probability distribution, probability distributions, conditional probability distribution, joint density, joint density matrix, normal distribution, value distribution, multivariate normal distribution, probability theory"
k nearest neighbors,"nearest neighbor problem, single nearest neighbor, nearest neighbor algorithm"
k-means clustering,"distribution-based clustering, clustering algorithms, data stream clustering"
karatsuba algorithm,"bcjr algorithm, algorithm theory, Symmetric-key algorithm, viterbi algorithm, algorithm design technique, learning algorithm, optimization algorithm, gaussseidel method algorithm, approximation algorithm, search algorithm"
kargerstein algorithm,"algorithm theory, compound algorithm, polynomial time algorithm, viterbi algorithm, sequential algorithm, approximation algorithm, monte carlo algorithm, thomas algorithm, learning algorithm, gaussseidel method algorithm"
kernel density estimation,"density function, density matrix, statistical density functions, kernel function, bayesian kernel support vector machine, kernel machines, joint density matrix, string kernel, joint density"
kernel function,"kernel machines, string kernel, kernel density estimation, basic function, linear function, bayesian kernel support vector machine, mathematical function, function abstraction, map function, continuous function"
kernel machines,"kernel function, string kernel, bayesian kernel support vector machine, kernel density estimation, state machines, support-vector machines, finite state machines, abstract state machines, intelligent machines, abstract machines"
kernelized learning algorithms,"learning algorithm, supervised learning algorithm, machine learning algorithms, unsupervised learning algorithm, computational learning theory, classification algorithms, machine learning, efficient algorithms, supervised machine learning, online machine learning"
knapsack problem,"problem space, design problem, nearest neighbor problem, optimization problem, optimality problem, dimensional optimization problem, hashing problem, software problem, classification problem, ai control problem"
knowledge base,"knowledge discovery, knowledge engineering, formal knowledge representation languages, data base model"
knowledge discovery,"knowledge base, knowledge engineering, formal knowledge representation languages, frequent pattern discovery, fp discovery"
knowledge engineering,"knowledge base, knowledge discovery, systems engineering, formal knowledge representation languages, software engineering, computational engineering, integrated computational materials engineering"
known classes,
kolmogorov complexity,"complexity theory, computational complexity, computational complexity theory, complexity bounds, time complexity, algorithmic complexity theory"
krylov subspace,
labeled data,"labeled training data, data set, structured data, data structures, data elements, data sets, data structure, structured data sets, data objects, structured data mining"
labeled training data,"training data, labeled data, training set, training time, neural networks training, data visualization, structured data, data mining, structured data mining, embedded data"
language model,"language modeling, statistical language model, unified modelling language, programming language theory, formal language theory, pronunciation model, computer language, implementation language, generative model, natural language"
language modeling,"language model, unified modelling language, statistical language model, modeling software, language specification, data modeling, programming language theory, cognitive modeling, implementation language, computer language"
language specification,"specification language, general-purpose language, programming language, computer language, programming language semantics, language modeling, common language runtime, natural language, scientific programming language, markup language"
las vegas algorithms,"monte carlo algorithms, online algorithms, search algorithms, efficient algorithms, standard computer algorithms, graph algorithms, sequential algorithms, markov algorithms, iterative algorithms, data streaming algorithms"
latent semantic analysis,"semantic analysis, semantic networks, semantic resolution tree, semantic predicates, semantic hashing, semantic predicate"
layered hidden markov model,"hidden markov model, hidden markov models, markov model, markov algorithms, markov chain, markov chains, markov chain monte carlo, markov chain monte carlo sampler, markov shift, markov partition"
layered network architecture,"network architecture, computer network architecture, network environments, network elements, network integration design, computer network, network processors, computer network programming, network protocol, internal network"
lazy evaluation,"lazy learning, lazy inheritance, evaluation functions, evaluation method"
lazy inheritance,"lazy evaluation, lazy learning"
lazy learning,"lazy evaluation, transductive learning, semi-supervised learning, eager learning, supervised learning, unsupervised learning, lazy inheritance, machine learning tasks, machine learning, learning method"
leaf node,"outer node, root node, external node, Node Link, terminal node"
leaf nodes,"child nodes, autonomous processing nodes"
learnable function class,"function abstraction, basic function, computable function, primitive recursive function, differentiable function, function interaction, recursive parametrically polymorphic function, continuous function, mathematical function, linear function"
learning algorithm,"supervised learning algorithm, machine learning algorithms, kernelized learning algorithms, learning method, machine learning, algorithm theory, computational learning theory, unsupervised learning algorithm, online machine learning, search algorithm"
learning automaton,"semi-supervised learning, supervised learning, machine learning tasks, machine learning, supervised machine learning, learning theory, computer learning, supervised learning model, online machine learning, supervised feature learning"
learning method,"learning theory, learning algorithm, supervised learning model, supervised learning models, supervised learning, computational learning theory, machine learning, supervised learning algorithm, semi-supervised learning, computer learning"
learning theory,"computational learning theory, learning method, statistical learning theory, machine learning, transductive learning, supervised learning model, learning algorithm, computer learning, supervised learning models, deep learning"
learning vector quantization,"vector quantization, kernelized learning algorithms, computational learning theory, learning algorithm, representation learning, learning theory, unsupervised learning algorithm, statistical learning theory, unsupervised feature learning, boltzmann learning rule"
least square estimators,
least-squares support-vector machine,"support-vector machine, support-vector machines, probabilistic turing machine, supervised machine learning, machine processor, machine learning, online machine learning, machine learning tasks, abstract state machine, turing machine"
left stochastic matrix,"right stochastic matrix, stochastic matrix, stochastic process, stochastic version, stochastic control, stochastic gradient descent, stochastic optimization, stochastic weights, system matrix, matrix operations"
lexicographic code,"binary lexicographic code, binary lexicographic codes, code libraries, google code, code development, source code, code page, managed code, computer code, object code"
lightweight software,"software structure, software design, software solution, software system, software construction, software engineering, software frameworks, software development, software application, software implementations"
linear algebra,"numerical linear algebra, linear equations, computer algebra, linear programming, abstract algebra, computer algebra systems, relational algebra, linear combination, linear relationships, sequential linear programming"
linear approach,"linear function, linear probing, linear objective function, linear regularization methods, linear inequality constraints, linear dependency, linear combinations, linear discriminant function"
linear bayesian svm,"bayesian svm, bayesian svms, bayesian networks, generalised bayesian networks, bayesian network, bayesian kernel support vector machine, structured svm, nonparametric bayesian models, bayesian information, Bayesian information criterion"
linear combination,"linear combinations, linear relationships, linear programming, linear algebra, linear regression"
linear combinations,"linear combination, linear relationships, linear equality, linear function, linear algebra, linear regularization methods, linear equations, sequential linear programming, linear programming, linear approach"
linear dependency,"linear function, dependency network, linear inequality constraints, linear programming, linear approach, linear relationships, linear objective function, sequential linear programming, linear algebra, linear combinations"
linear discriminant analysis,"linear discriminant function, normal discriminant analysis, discriminant function analysis, linear relationships, linear programming, combinatorial data analysis, linear combinations, data analysis, asymptotic analysis, regression analysis"
linear discriminant function,"linear discriminant analysis, discriminant function analysis, normal discriminant analysis, linear function, linear relationships, linear combinations, quadratic function, differentiable function, linear objective function, linear approach"
linear equality,"linear relationships, linear combinations, linear equations, linear regression, linear dependency"
linear equations,"linear function, linear algebra, differential equations, numerical linear algebra, linear regression, linear programming, linear relationships, stochastic differential equations, linear combinations, linear objective function"
linear function,"linear objective function, linear equations, linear approach, mathematical function, quadratic function, linear discriminant function, basic function, differentiable function, linear relationships, linear dependency"
linear inequality constraints,"linear function, linear approach, linear dependency, linear objective function, linear probing, linear discriminant function, linear combinations, linear regularization methods"
linear objective function,"objective function, linear function, linear approach, basic function, linear equations, linear dependency, mathematical function, differentiable function, function abstraction, linear relationships"
linear probing,"quadratic probing, linear approach, linear function, linear objective function, linear inequality constraints, linear regularization methods, linear discriminant function, linear combinations, linear dependency"
linear programming,"successive linear programming, sequential linear programming, linear algebra, linear combination, numerical linear algebra, functional programming, automatic programming, linear equations, computer programming, linear relationships"
linear quadratic gaussian control,"quadratic function, gaussian processes, gaussian distribution, gaussian elimination, control theory, stochastic optimal control, stochastic control, model predictive control, fuzzy control systems, quadratic probing"
linear regression,"linear regression models, multivariate linear regression, regression analysis, regression models, local regression, linear equations, linear relationships, regression tasks, ridge regression, linear programming"
linear regression models,"regression models, linear regression, regression analysis, multivariate linear regression, local regression, computational models, nonparametric bayesian models, generalized additive models, regression tasks, dynamic models"
linear regularization methods,"regularization methods, linear approach, linear function, linear combinations, orthogonal decomposition methods, linear objective function, linear discriminant function, linear dependency, linear probing, computational methods"
linear relationships,"linear combination, linear combinations, linear equality, linear function, linear equations, linear regression, linear algebra, linear programming, linear discriminant function, linear discriminant analysis"
linear system,"computational system, system matrix, dynamical system, system level analysis, system performance, graphics system, information system, reasoning system, fuzzy logica mathematical system, 3d coordinate system"
linear transformations,syntactic transformations
linearithmic time,"computation time, quasilinear time algorithms, time complexity, discrete time recurrent neural networks, time delays, polynomial time algorithm, time delay neural network, processor time, run time, training time"
linearly dependent,"linearly independent variables, binary dependent variable"
linearly independent variables,"linearly dependent, explanatory variables, logical variables"
linked list,"doubly linked list, unrolled linked list, unrolled linked lists, array list, adjacency list"
local minima,"local regression, local minimum"
local minimum,"global minimum, minimum degree algorithm, minimum k-cut, minimum degree algorithms, minimum message length, local regression, local minima"
local regression,"linear regression, regression analysis, multivariate linear regression, linear regression models, regression models, ridge regression, ridge regression estimator, regression tasks, local minimum, local minima"
log analysis,"Log analysis, network log analysis, n log n comparisons, computer log management, data analysis, combinatorial data analysis, text analysis, structured analysis, regression analysis, functional analysis"
Log analysis,"log analysis, network log analysis, n log n comparisons, computer log management, data analysis, combinatorial data analysis, text analysis, structured analysis, regression analysis, functional analysis"
logarithm function,"logistic function, wigner function, basic function, linear function, sigmoid function, mathematical function, discriminant function analysis, linear discriminant function, continuous function, hash function"
logic gate,"compound logic gates, logic program, logic programming, logic programming language, logic programming languages, logic optimization, constraint logic programming, mathematical logic, classical logic, computational logic"
logic optimization,"logic programming, computational logic, logic program, optimization theory, optimization mechanism, optimization methods, constraint logic programming, logic programming language, functional optimization, optimization algorithm"
logic program,"logic programming, logic programming language, logic programming languages, computational logic, logic gate, logic optimization, constraint logic programming, classical logic, mathematical logic, predicate logic"
logic programming,"logic program, logic programming language, logic programming languages, computational logic, logic optimization, constraint logic programming, logic gate, mathematical logic, classical logic, digital logic"
logic programming language,"logic programming languages, logic programming, logic program, programming language semantics, computational logic, constraint logic programming, programming language theory, programming language, logic optimization, logic gate"
logic programming languages,"logic programming language, logic programming, logic program, programming language semantics, computational logic, programming languages, programming language, constraint logic programming, programming language theory, typed programming languages"
logical calculi,"logical expressions, logical variables, logical unit, logical data model"
logical data model,"data model, data modeling, logical variables, rational data type, data base model, database model, relational model, structured model, logical expressions, data analysis"
logical expressions,"logical variables, logical data model, logical unit, logical calculi"
logical unit,"logical variables, logical expressions, logical data model, processing unit, logical calculi, accelerated processing unit, computer hardware unit, central processing unit, memory management unit, lookahead carry unit"
logical variables,"logical expressions, logical data model, logical unit, explanatory variables, linearly independent variables, logical calculi"
logistic function,"logistic model, logistic regression, logarithm function, regularized logistic regression, differentiable function, mathematical function, linear function, boolean function, computable function, discriminant function analysis"
logistic model,"logistic regression, logistic function, regularized logistic regression, data model, relational model, mathematical model, graphical model, logical data model, structured model, statistical model"
logistic regression,"logistic model, regularized logistic regression, logistic function, regression models, regression analysis, linear regression models, linear regression, local regression, multivariate linear regression, ridge regression estimator"
logspace reductions,parsimonious reductions
lookahead carry unit,"computer hardware unit, processing unit, logical unit, memory management unit, graphics processing unit, accelerated processing unit, central processing unit"
lookup table,"lookup tables, table structure, truth table, database table, dynamic table, reverse lookup, hash table"
lookup tables,"lookup table, reverse lookup, hash tables"
loop body,"nested loop, loop splitting, feedback loop, generalised loop splitting, loop peeling"
loop peeling,"loop splitting, nested loop, generalised loop splitting, loop body, feedback loop"
loop splitting,"generalised loop splitting, nested loop, loop peeling, binary splitting, loop body, feedback loop"
lossless compression,"lossless compression algorithm, compression schemes, compression rate, data compression, normalized compression distance"
lossless compression algorithm,"lossless compression, compression schemes, data compression, compression rate, normalized compression distance, streaming algorithm, backfitting algorithm, approximation algorithm, polynomial time algorithm, min-conflicts algorithm"
lossy methods,"computational methods, orthogonal decomposition methods, boosting methods, spectral methods, regularization methods, linear regularization methods, probabilistic methods, optimization methods, finite element methods, information technology methods"
mac address,"address space, ip address, address pool, ip address pool, virtual address space, ipv6 address pool, virtual memory address space"
machine consciousness,"artificial consciousness, synthetic consciousness, machine ethics, turing machine, probabilistic turing machine, machine learning, machine learning tasks, abstract state machine, supervised machine learning, machine processor"
machine ethics,"computer ethics, computational ethics, machine consciousness, turing machine, probabilistic turing machine, virtual machine, machine learning, abstract state machine, helmholtz machine, machine learning tasks"
machine learning,"supervised machine learning, online machine learning, machine learning algorithms, machine learning tasks, computer learning, learning algorithm, computational learning theory, deep learning, supervised learning algorithm, learning method"
machine learning algorithms,"learning algorithm, machine learning, supervised learning algorithm, supervised machine learning, online machine learning, machine learning tasks, kernelized learning algorithms, classification algorithms, efficient algorithms, computational learning theory"
machine learning tasks,"machine learning, supervised machine learning, machine learning algorithms, online machine learning, computer learning, supervised learning algorithm, learning algorithm, computational learning theory, recognition tasks, learning method"
machine processor,"processor time, scalar processor, superscalar processor, state machine operating, state machine, virtual machine, support-vector machine, turing machine, abstract state machine, least-squares support-vector machine"
machine translation,
main functions,"complex functions, math functions, general recursive functions, radial functions, polynomial functions, computable functions, evaluation functions, primitive recursive functions, hash functions, order functions"
main stack register,"stack register, stack machine, call stack, stack space, register allocation, main functions"
managed code,"code development, code libraries, computer code, computer program source code, lexicographic code, source code, object code, object code optimizer, google code, binary lexicographic code"
manifold alignment,ai alignment
map function,"character map, hash function, function abstraction, basic function, kernel function, wigner function, mathematical function, linear objective function, recursive parametrically polymorphic function, linear function"
margin classifier,"associative classifier, classifier chain"
markov algorithms,"markov model, markov assumption, markov chain, markov chains, continuous-time Markov process, markov chain monte carlo, hidden markov model, hidden markov models, markov shift, markov chain monte carlo sampler"
markov assumption,"markov model, markov algorithms, markov chain, markov chains, hidden markov models, hidden markov model, markov chain monte carlo, markov shift, markov chain monte carlo sampler, markov random field"
markov chain,"markov chains, markov chain monte carlo, markov model, markov assumption, markov algorithms, markov chain monte carlo sampler, markov partition, hidden markov models, markov shift, hidden markov model"
markov chain monte carlo,"markov chain monte carlo sampler, markov chain, markov chains, monte carlo algorithm, monte carlo algorithms, markov model, markov assumption, markov algorithms, hidden markov model, hidden markov models"
markov chain monte carlo sampler,"markov chain monte carlo, markov chain, markov model, monte carlo algorithms, monte carlo algorithm, markov chains, markov random field, markov assumption, markov algorithms, hidden markov models"
markov chains,"markov chain, markov chain monte carlo, markov algorithms, markov model, markov assumption, markov chain monte carlo sampler, markov partition, markov partitions, hidden markov models, markov shift"
markov model,"markov assumption, hidden markov models, hidden markov model, markov algorithms, markov chain, layered hidden markov model, markov chains, markov chain monte carlo, markov chain monte carlo sampler, continuous-time Markov process"
markov partition,"markov partitions, markov chains, markov chain, markov model, markov shift, markov algorithms, markov assumption, markov chain monte carlo, layered hidden markov model, hidden markov model"
markov partitions,"markov partition, markov chains, markov chain, markov model, markov algorithms, markov shift, markov assumption, markov chain monte carlo, layered hidden markov model, hidden markov model"
markov random field,"random vectors, markov chain monte carlo sampler, markov model, markov algorithms, markov assumption, markov chain, random subset, markov chain monte carlo, random access, markov shift"
markov shift,"markov model, markov algorithms, markov assumption, markov chain, markov partition, markov partitions, markov chains, hidden markov model, markov random field, hidden markov models"
markowitz method,"gaussseidel method algorithm, backward euler method, supervised method, implicit euler method, evaluation method, numerical method, iterative method, factory method pattern, jacobi method, heuristic method"
markup language,"markup languages, fuzzy markup language, programming language semantics, programming language, language specification, programming language theory, specification language, common language runtime, computer language, language model"
markup languages,"markup language, fuzzy markup language, programming languages, typed programming languages, general programming languages, logic programming languages, scientific programming languages, visual programming languages, formal knowledge representation languages, quantum programming languages"
matching algorithm,"pattern matching, parallel algorithm, sequential algorithm, approximation algorithm, algorithm theory, conflicts algorithm, optimization algorithm, greedy algorithm, sorting algorithm, backfitting algorithm"
math functions,"polynomial functions, complex functions, radial functions, main functions, fold functions, computable functions, primitive recursive functions, general recursive functions, evaluation functions, hash functions"
mathematical analysis,"mathematical study, mathematical model, mathematical formula, numerical analysis, mathematical function, mathematical logic, functional analysis, mathematical duality, structural analysis, data analysis"
mathematical constructors,"mathematical function, mathematical study, mathematical analysis, mathematical logic, mathematical model, mathematical duality, mathematical formula, fuzzy logic mathematical model, fuzzy logica mathematical system"
mathematical duality,"mathematical logic, mathematical study, mathematical function, mathematical analysis, mathematical formula, mathematical model, mathematical constructors, fuzzy logica mathematical system, fuzzy logic mathematical model"
mathematical formula,"mathematical study, mathematical function, mathematical analysis, mathematical model, mathematical logic, mathematical duality, mathematical constructors, fuzzy logic mathematical model, fuzzy logica mathematical system"
mathematical function,"mathematical formula, mathematical study, linear function, basic function, mathematical analysis, mathematical logic, quadratic function, mathematical model, continuous function, mathematical constructors"
mathematical logic,"computational logic, classical logic, logic programming, logic program, propositional logic, fuzzy logica mathematical system, fuzzy logic mathematical model, logic programming language, logic optimization, logic gate"
mathematical model,"mathematical study, mathematical analysis, statistical model, mathematical formula, geometrical model, mathematical function, statistical model comparison, data model, structured model, prediction model"
mathematical study,"mathematical analysis, mathematical formula, mathematical model, mathematical function, mathematical logic, mathematical duality, scientific study, mathematical constructors, fuzzy logic mathematical model, fuzzy logica mathematical system"
matlab code,"code modulation, code development, object code, source code, code libraries, computer program source code, binary lexicographic code, computer code, code space, code points"
matrix algorithms,"matrix operations, matrix decomposition, matrix decompositions, inverse matrix, tridiagonal matrix algorithm, system matrix, matrix multiplication, efficient algorithms, degree matrix, in-place matrix transposition"
matrix decomposition,"matrix decompositions, matrix operations, matrix algorithms, orthogonal decomposition, polynomial decomposition, inverse matrix, orthogonal decomposition methods, matrix multiplication, system matrix, situ matrix transposition"
matrix decompositions,"matrix decomposition, matrix operations, matrix algorithms, inverse matrix, matrix multiplication, system matrix, in-place matrix transposition, situ matrix transposition, non-negative matrix factorization, tree decompositions"
matrix multiplication,"matrix operations, matrix algorithms, matrix decomposition, matrix decompositions, inverse matrix, fast multiplication algorithms, toomcook multiplication, asymptotically efficient multiplication algorithm, density matrix, degree matrix"
matrix operations,"matrix algorithms, matrix multiplication, matrix decomposition, matrix decompositions, system matrix, inverse matrix, in-place matrix transposition, degree matrix, adjacency matrix, situ matrix transposition"
matroid problems,"nonorthogonal problems, computational problems, optimization problems, combinatorial optimization problems, decision making problems"
max-flow min-cut theorem,"cut theorem, universal approximation theorem, polynomial decomposition theorem, shannon sampling theorem, uniqueness theorem"
maximal subtree isomorphism,"tree isomorphism, graph isomorphism"
maximin model,"maximin models, markov model, mathematical model, generative model, multinomial model, graphical model, structured model, generalized additive model, dimensional vector space model, hidden markov model"
maximin models,"maximin model, computational models"
maximum entropy probability distribution,"differential entropy, normalized entropy, entropy calculations, entropy method, probability distribution, probability distributions, transfer entropy, normal distribution, probability theory, conditional probability distribution"
maximum likelihood,maximum entropy probability distribution
maximum-margin hyperplane,
mean shift algorithm,"transformation algorithm, shift cipher, markov shift, division algorithm, shuffling algorithm, sequential algorithm, algorithm theory, compound algorithm, approximation algorithm, sorting algorithm"
medical imaging,
meldable heap,"meldable heap implementation, skew heap, randomized meldable priority queue"
meldable heap implementation,"meldable heap, skew heap, randomized meldable priority queue, implementation language"
membership function,"function join, basic function, continuous function, activation function, function interaction, learnable function class, function abstraction, differentiable function, mathematical function, parity function"
memory allocation,"special memory allocation libraries, memory management, memory space, conventional dynamic memory allocation libraries, memory management unit, memory sharing, automatic memory management, memory dependence prediction, computer memory, memory protection"
memory debugger,"memory debuggers, memory management, automatic memory management, special memory allocation libraries, conventional dynamic memory allocation libraries, memory protection, memory management unit, memory sharing, memory allocation, memory leaks"
memory debuggers,"memory debugger, memory management, automatic memory management, special memory allocation libraries, computer memory, conventional dynamic memory allocation libraries, memory protection, memory sharing, memory management unit, memory allocation"
memory dependence prediction,"memory allocation, memory management, memory sharing, automatic memory management, memory protection, special memory allocation libraries, memory search, conventional dynamic memory allocation libraries, memory space, memory management unit"
memory leaks,"memory protection, computer memory, memory management, memory sharing, memory debuggers, memory space, memory debugger, memory allocation, global memory, memory management unit"
memory management,"memory management unit, automatic memory management, memory allocation, memory protection, special memory allocation libraries, memory sharing, memory space, conventional dynamic memory allocation libraries, memory debuggers, memory debugger"
memory management unit,"memory management, automatic memory management, memory allocation, special memory allocation libraries, memory protection, memory sharing, conventional dynamic memory allocation libraries, memory space, memory debuggers, memory debugger"
memory protection,"memory management, memory management unit, automatic memory management, memory sharing, computer memory, memory allocation, special memory allocation libraries, memory leaks, memory space, memory debuggers"
memory search,"computer memory, memory management, memory space, memory sharing, automatic memory management, memory allocation, memory protection, memory dependence prediction, memory management unit, special memory allocation libraries"
memory sharing,"memory management, memory allocation, memory protection, memory space, computer memory, memory management unit, special memory allocation libraries, automatic memory management, global memory, physical memory"
memory space,"memory allocation, storage space, memory management, special memory allocation libraries, memory sharing, virtual memory address space, memory protection, memory search, memory management unit, global memory"
message authentication codes,"authentication mechanism, data origin authentication, binary lexicographic codes, server message block, advanced message queuing protocol, error message, minimum message length"
meta learning,"semi-supervised learning, deep learning, transductive learning, learning method, supervised learning, eager learning, computer learning, machine learning, learning automaton, online machine learning"
method call,"supervised method, Factory method, factory method, learning method, factory method pattern, jacobi method, heuristic method, jacobi iteration method, scientific method, template method pattern"
microsoft sql server,"sql systems, sql statements, sql dump, microsoft windows application programming interface, server message block"
microsoft windows application programming interface,"application programming interface, application programming interfaces, user interface software, computer interface, computer programming, user interface, programming environments, User interface design, user interface design, user interface structure"
min-conflicts algorithm,"conflicts algorithm, polynomial time algorithm, algorithm theory, sequential algorithm, matching algorithm, deterministic algorithm, online algorithm, greedy algorithm, algorithm design technique, Symmetric-key algorithm"
minimum degree algorithm,"minimum degree algorithms, degree matrix, local minimum, algorithm theory, approximation algorithm, division algorithm, nearest neighbor algorithm, polynomial time algorithm, algorithm design technique, weighted majority algorithm"
minimum degree algorithms,"minimum degree algorithm, standard computer algorithms, efficient algorithms, core algorithms, approximation algorithms, degree matrix, local minimum, abstract algorithms, classification algorithms, graph algorithms"
minimum k-cut,"local minimum, minimum degree algorithms, minimum degree algorithm, global minimum, minimum message length"
minimum message length,"local minimum, advanced message queuing protocol, server message block, global minimum, message authentication codes, minimum degree algorithm, minimum degree algorithms, minimum k-cut, error message"
mnist database,"technology database, database systems, relational database, database index, relational database domain, database indexes, database model, database indexing technique, database table, relational database theory"
mobile ad hoc networks,"classic ad hoc, mobile computing devices, mobile software agent"
mobile computing devices,"mobile software agent, distributed computing, computing power, computing resources, mobile ad hoc networks, soft computing, autonomic computing, quantum computing, superconducting computing, superconducting quantum computing"
mobile software agent,"intelligent agent, intelligent agent paradigm, mobile computing devices, mobile ad hoc networks, reinforcement learning agent"
modal interpretations,
model predictive control,"predictive model, control theory, prediction model, stochastic optimal control, stochastic control, fuzzy control systems, predictive analytics, supervised learning model, ai control problem, adaptive predictive coding"
modeling software,"data modeling, language modeling, software implementations, software design, software frameworks, software structure, software construction, software project, software solution, software engineering"
modern decision theory,"decision model, decision making problems, decision rules, decision model and notation, decision boundaries, decision tree technique, decision trees, decision boundary, soft decision viterbi decoders, probability theory"
modern deep learning models,"deep learning, deep reinforcement learning, machine learning, deep neural networks, supervised learning models, deep generative models, supervised learning model, learning theory, online machine learning, supervised machine learning"
modulo scheduling,
monic polynomials,bernstein polynomials
monte carlo algorithm,"monte carlo algorithms, markov chain monte carlo, markov chain monte carlo sampler, compound algorithm, thomas algorithm, algorithm theory, optimization algorithm, greedy algorithm, gaussseidel method algorithm, conquer algorithm"
monte carlo algorithms,"monte carlo algorithm, markov chain monte carlo, markov chain monte carlo sampler, markov algorithms, efficient algorithms, matrix algorithms, las vegas algorithms, machine learning algorithms, standard computer algorithms, stochastic optimization algorithms"
moravec's paradox,
motion graphics design,"graphic design, visual design, graphics processing unit, information graphics, design patterns, design pattern, design problem, web design, object-oriented design, ux design"
multi layer perceptron,"output layer, input layer, hidden layer"
multi-label classification,"multiclass classification, classification criteria, classification performance, classification problem, classification tasks, classification accuracy, statistical classification, classification algorithms, fuzzy classification predicate, fuzzy classification"
multiclass classification,"multi-label classification, classification criteria, classification performance, classification tasks, classification problem, classification algorithms, statistical classification, classification accuracy, fuzzy classification predicate, prototype-based supervised classification algorithm"
multifrontal solver,
multilevel sampling system,"pool-based sampling, multimodal system, system level analysis, computational system, linear system, information system, system matrix, system performance, software system, dynamical system"
multimedia communication,multimedia data
multimedia data,"multimedia communication, digital data, streaming data, embedded data, data visualization, data streaming algorithms, data storage, big data applications, data transfer, distributed data stores"
multimodal architecture,"multimodal system, functional architecture, distributed application architecture, layered network architecture, computer architecture, network architecture, cognitive architecture, information architecture, systems architecture, computer network architecture"
multimodal system,"multimodal architecture, computational system, dynamical system, multilevel sampling system, 3d user interaction system, system level analysis, system performance, information system, software system, graphics system"
multinomial model,"semi-structured model, mathematical model, c4 model, data model, generalized additive model, predictive model, structured model, statistical model, generative model, osi model"
multiplexing technique,"spatial multiplexing, algorithm design technique, compiler optimization technique, fibonacci search technique, database indexing technique, decision tree technique"
multivariate analysis,"bivariate analysis, multivariate linear regression, multivariate mutual information, regression analysis, multivariate normal distributions, multivariate normal distribution, data analysis, functional analysis, discriminant function analysis, structured analysis"
multivariate linear regression,"linear regression, linear regression models, multivariate analysis, regression analysis, regression models, local regression, multivariate normal distributions, multivariate normal distribution, ridge regression estimator, regression tasks"
multivariate mutual information,"conditional mutual information, multivariate analysis, multivariate normal distributions, multivariate normal distribution, multivariate linear regression, information theory, information interchange, bayesian information, digital information, Bayesian information criterion"
multivariate normal distribution,"multivariate normal distributions, normal distribution, gaussian distribution, multivariate linear regression, multivariate analysis, joint distribution, value distribution, joint probability distribution, probability distribution, categorical distribution"
