Phrase,Neighbours
mathematical objects,"mathematical sciences, mathematical function, mathematical study, mathematical tool designed, analytical objects, mathematical fields, mathematical expressions, mathematical framework, describe objects, mathematical systems theory"
mathematical operation called convolution,"mathematical function, mathematical computability theorists study, mathematical reasoning, mathematical expressions, mathematical logic, mathematical study, mathematical analysis, mathematical formula, mathematical sciences, mathematical tool designed"
mathematical optimization problem including constraints,"mathematical optimization problems involving, optimization problem, optimization problems, optimization problems dealing, solving optimization problems suggested, solving optimization problems, approximately solving nonlinear optimization problems, dimensional optimization problem, employ mathematical optimization, numerical optimization"
mathematical optimization problems involving,"optimization problems, mathematical optimization problem including constraints, optimization problems dealing, solving optimization problems, solving optimization problems suggested, approximately solving nonlinear optimization problems, employ mathematical optimization, typical combinatorial optimization problems, combinatorial optimization problems, computational problems"
mathematical problems,"solve numerical problems, computational problems, mathematical study, mathematical formula, mathematical optimization problems involving, mathematical function, two computational problems, mathematical analysis, mathematical fields, mathematical objects"
mathematical proof certifying,"proof method, mathematical guarantees, mathematical logic, rigid proof, mathematical reasoning, proof assistants, mathematical computability theorists study, mathematical study, mathematical function, mathematical analysis"
mathematical reasoning,"mathematical logic, reasoning requires, reasoning system, reasoning systems, mathematical study, mathematical framework, mathematical tool designed, mathematical analysis, reasoning systems play, mathematical expressions"
mathematical sciences,"mathematical study, mathematical fields, mathematical objects, mathematical discipline, mathematical foundations, mathematical analysis, mathematical tool designed, mathematical function, mathematical framework, mathematical systems theory"
mathematical study,"mathematical analysis, mathematical sciences, mathematical formula, mathematical model, mathematical function, mathematical objects, mathematical tool designed, mathematical problems, mathematical framework, mathematical foundations"
mathematical systems theory,"systems theory, mathematical framework, mathematical model, mathematical sciences, computational systems, mathematical study, mathematical foundations, mathematical objects, mathematical analysis, realistic mathematical models"
mathematical table used,"table structure, dynamic table, lookup table, entire table, mathematical study, mathematical tool designed, mathematical framework, mathematical fields, mathematical objects, mathematical sciences"
mathematical tool designed,"mathematical framework, mathematical study, mathematical objects, mathematical sciences, mathematical analysis, mathematical foundations, mathematical reasoning, mathematical fields, mathematical systems theory, mathematical model"
mathematically based techniques whose purpose,"based technique, based methods, techniques used, applying computational techniques, algorithms based, mathematical model whose requirements, based approaches, based learning methods, expressing computation based, based implementations"
mathematics focused,"throughout mathematics, mathematics higher, applied mathematics, continuous mathematics, computational mathematics, discrete mathematics, biology focused, focused operating systems also exist"
mathematics higher,"throughout mathematics, higher arithmetic, mathematics focused, applied mathematics, continuous mathematics, computational mathematics, discrete mathematics, higher level, higher standards, strictly higher cardinality"
matlab code,"efficient matlab, matlab function symmmd, code modulation, oriented code, code development, object code, code injection, target code technique, code libraries, binary lexicographic code"
matlab function symmmd,"matlab code, efficient matlab, logarithm function, sigmoid function, logistic function, different sigmoid function instead, kernel function, linear discriminant function, linear function, exact function"
matrix algorithms,"matrix operations, matrix analysis, matrix equations, given matrix, matrix decomposition, matrix decompositions, matrix containing, inverse matrix, tridiagonal matrix algorithm, matrix structures"
matrix analysis,"matrix operations, matrix algorithms, matrix containing, given matrix, matrix structures, matrix equations, system matrix, matrix decomposition, matrix decompositions, original matrix"
matrix containing,"given matrix, matrix structures, original matrix, matrix analysis, square matrix used, matrix operations, square matrix, system matrix, matrix equations, matrix splitting"
matrix decomposition,"matrix decompositions, many different matrix decompositions, matrix operations, matrix analysis, matrix algorithms, given matrix, matrix containing, orthogonal decomposition, polynomial decomposition, matrix splitting"
matrix decompositions,"matrix decomposition, many different matrix decompositions, matrix operations, matrix analysis, matrix algorithms, given matrix, matrix containing, matrix splitting, matrix structures, matrix equations"
matrix equations,"matrix operations, matrix algorithms, inverse matrix, matrix analysis, matrix containing, matrix structures, given matrix, matrix multiplication, square matrix, matrix decomposition"
matrix multiplication,"matrix operations, given matrix, square matrix, square matrix used, matrix containing, matrix equations, matrix analysis, matrix decomposition, matrix structures, matrix decompositions"
matrix operations,"matrix algorithms, matrix analysis, given matrix, matrix equations, matrix containing, matrix structures, matrix multiplication, matrix decomposition, matrix decompositions, system matrix"
matrix splitting,"matrix containing, matrix decomposition, given matrix, matrix analysis, matrix operations, matrix structures, matrix decompositions, many different matrix decompositions, matrix equations, matrix algorithms"
matrix structures,"matrix containing, given matrix, matrix analysis, matrix operations, square matrix, system matrix, matrix equations, square matrix used, original matrix, matrix algorithms"
matroid problems,"many problems, symmetric linear programming problems, caused many problems, problems posed, undecidable problems, nonorthogonal problems, uncountably many undecidable problems, two computational problems, finding software memory problems, traditional complete problems"
matthew kwan,
matthias braun,
max-flow min-cut theorem,"cut theorem, cut theorem follows, cut theorem refers, universal approximation theorem, polynomial remainder theorem, general theorem, polynomial decomposition theorem, theorem concerns logical formulas, theorem may also, shannon sampling theorem"
maxima computer algebra system,"computer algebra systems, purpose computer algebra systems, computer algebra, computer algebra systems may, purpose computer algebra systems aim, computer algebra systems began, computational system, classical computer, standard computer algorithms, system matrix"
maximal number,"maximum number, large number, big number, number theory, analytic number theory, finite number, increasing number, harmonic number, several number bases, sciencesand number theory"
maximal subtree isomorphism,"tree isomorphism, right subtree, graph isomorphism, left subtree, maximal number"
maximathe modesof,
maximin model,"maximin models, specific model, underlying model, idealized model, model context, universal model, markov model, physical model, model various low, multidimensional model commonly used"
maximin models,"maximin model, models need, interpret svm models, deep generative models, computational models, generative models, called deep generative models, large deep generative models, dimensional dynamic models, hidden markov models"
maximize use,"efficient use, reduced use, practical use, also use, main use, use approximate solutions, central use, common use, different use, widespread use"
maximizing comfort,
maximum amount,"maximum number, maximum value, maximum size, certain amount, large amount, maximum matching, maximum profit, small amount, maximum weight matching, maximum likelihood"
maximum entropy probability distribution,"differential entropy, normalized entropy, entropy measures, entropy calculations, entropy method, probability distribution, probability distributions, infinite topological entropy, rnyi entropy, finite topological entropy"
maximum likelihood,"high likelihood, maximum value, maximum entropy probability distribution, maximum number, maximum amount, maximum satisfiability problem, partial maximum satisfiability problem, maximum matching, maximum size, maximum profit"
maximum matching,"maximum value, maximum weight matching, maximum number, maximum amount, maximum weight matching problem, matching algorithm, maximum size, partial maximum satisfiability problem, maximum satisfiability problem, matching input"
maximum number,"maximum value, maximum amount, maximal number, maximum matching, maximum size, large number, big number, limited number, increasing number, maximum profit"
maximum profit,"maximum value, maximum amount, maximum number, maximum size, maximum matching, maximum entropy probability distribution, maximum likelihood, maximum weight matching, hash table approaches maximum capacity, maximum weight matching problem"
maximum satisfiability problem,"partial maximum satisfiability problem, classify boolean satisfiability problems, optimality problem, maximum matching, maximum value, maximum likelihood, maximum number, hard problem, maximum amount, maximum size"
maximum size,"maximum amount, manageable size, maximum number, problem size, maximum value, maximum weight matching, size computation, step size, maximum weight matching problem, variable size"
maximum value,"maximum number, maximum amount, maximum matching, maximum profit, maximum size, absolute value, overall value must, maximum likelihood, hash table approaches maximum capacity, maximum weight matching"
maximum weight matching,"maximum weight matching problem, maximum matching, maximum size, two weight, maximum amount, configured weight, maximum value, maximum number, maximum profit, hash table approaches maximum capacity"
maximum weight matching problem,"maximum weight matching, maximum matching, maximum size, two weight, configured weight, problem size, maximum amount, maximum value, optimality problem, maximum number"
maximum-margin hyperplane,optimally separating hyperplane
may also,"may seem, world may, may influence, may refer, field may, may depend, may indicate, may execute, answers may, may also refer specifically"
may also include accounting software,"software design may refer, generally accepted software engineering body, software programs, meeting software requirements rather, also software design specification, software development, including software coding standards, software design, software requirements analysis, software engineering body"
may also include prior knowledge,"apply prior domain knowledge, may use knowledge, using knowledge, knowledge discovery, knowledge base, storing knowledge gained, covering contextual knowledge, subject knowledge, include predicates, include appropriate indication"
may also refer specifically,"may refer, term may refer, also referred, sometimes also known, may indicate, also related, also called, specifically identified, also known, one may use"
may depend,"may influence, may seem, may improve, may also, may indicate, answers may, may refer, world may, may execute, systems may still"
may execute,"may also, implementation may deviate, may depend, banking application may, may influence, systems may still, computation may, methods may, site scripting vulnerability may, may seem"
may improve,"improve efficiency, may influence, improve performance, improve physical, may depend, improve prediction, answers may, may seem, may indicate, may use knowledge"
may include pointer functions,"uninitialized pointer, main functions, called stack pointer, functions without, simpler functions, valued functions, complex functions, general recursive functions, computable functions, symmetric functions"
may indicate,"may seem, may influence, may refer, may also refer specifically, may also, may depend, answers may, information may, field may, term may refer"
may influence,"may depend, may indicate, may seem, may improve, answers may, may refer, may also, information may, field may, methods may"
may lack continuous network connectivity,"geographical access control may, continuous domain, allow continuous state spaces, may depend, continuous unimodal function, graph traversal may require, continuous manner, continuous mathematics, may influence, bounded treewidth may"
may recognize known ciphertexts,"widely known encryption techniques, purpose commercial telegraph code known, known algorithms, effective known compiler technique, slp  also known, recognize patterns, site scripting vulnerability may, users may see, known function, methods may"
may refer,"term may refer, may also refer specifically, may influence, may indicate, may also, sometimes exclusively refer, may seem, one may use, information may, may depend"
may seem,"may indicate, may also, may influence, answers may, may depend, may refer, world may, may also refer specifically, field may, term may refer"
may use knowledge,"using knowledge, knowledge base, knowledge discovery, subject knowledge, may also include prior knowledge, information may, storing knowledge gained, knowledge engineering, covering contextual knowledge, one may use"
mccarthy evaluation,"john mccarthy, evaluation strategy, partial evaluation, evaluation method, efficient evaluation, evaluation functions, strict evaluation, minimal evaluation, eager evaluation, circuit evaluation guarantees"
mcgurk effect arises,"mcgurk effect based, little effect, term compressed data structure arises"
mcgurk effect based,"mcgurk effect arises, based machine learning applies, mathematically based techniques whose purpose, based machine learning, based technique, based methods, based approaches, algorithms based, based learning methods, based learning algorithms"
md simulations,"simulations show, computer intensive simulations, 1985 provided simulations"
mean dimension,"allows mean dimension, zero mean dimension, information dimension, terms mean, mean shift, rnyi information dimension, called mean shift, mean field annealing, nearest mean, mean something different"
mean field annealing,"wide field, vector field, emergent gauge field, allows mean dimension, next field, field manual 34, comparatively small field, field saw many optimizations, sub field, mean dimension"
mean firing rate,"action potential firing, whether neurons use rate coding, mean shift procedure, mean shift, mean shift algorithm, called mean shift, nearest mean, compression rate, mean optimizes squared errors, terms mean"
mean optimizes squared errors,"mean shift algorithm, mean shift, allows mean dimension, mean field annealing, mean shift procedure, called mean shift, time errors, mean dimension, nearest mean, squared euclidean distances"
mean shift,"called mean shift, mean shift procedure, mean shift algorithm, offset shift, shift spaces, markov shift, shift cipher, caesar shift, terms mean, mean dimension"
mean shift algorithm,"mean shift procedure, mean shift, called mean shift, offset shift, transformation algorithm, key algorithm, algorithm used, shift cipher, algorithm using, markov shift"
mean shift procedure,"mean shift, called mean shift, mean shift algorithm, offset shift, shift spaces, markov shift, shift cipher, caesar shift, mean firing rate, simple iterative procedure used"
mean something different,"terms mean, different aspect, different notion, two different ways, different use, different due, mean shift, called mean shift, different direction, different viewpoints"
means clustering,"means clustering tends, means clustering algorithm, good clustering, means clustering minimizes within, means clustering aims, clustering algorithms, k-means clustering, distribution-based clustering, based clustering produces complex models, vector clustering algorithm"
means clustering aims,"means clustering, means clustering tends, means clustering algorithm, good clustering, means clustering minimizes within, clustering algorithms, k-means clustering, based clustering produces complex models, distribution-based clustering, vector clustering algorithm"
means clustering algorithm,"clustering algorithms, means clustering, means clustering tends, good clustering, vector clustering algorithm, means clustering aims, means clustering minimizes within, distribution-based clustering, k-means clustering, based clustering produces complex models"
means clustering minimizes within,"means clustering, means clustering tends, means clustering algorithm, good clustering, means clustering aims, clustering algorithms, k-means clustering, distribution-based clustering, based clustering produces complex models, vector clustering algorithm"
means clustering tends,"means clustering, means clustering algorithm, means clustering minimizes within, good clustering, means clustering aims, k-means clustering, distribution-based clustering, clustering algorithms, based clustering produces complex models, vector clustering algorithm"
means recognizing,"one means, means clustering, means clustering aims, means clustering minimizes within, means clustering algorithm, means clustering tends, software blueprint means"
measure information contained,"automatic measure, contains information, related information used, units of information, necessary information, collecting information, information may, extracting useful information, gathering information, use information items"
measure molecular dynamics,"molecular dynamics models, molecular dynamics generally leads, one molecular dynamics simulation may, molecular mechanics, molecular biology, symbolic dynamics, computational fluid dynamics, hyperbolic dynamics, langevin dynamics, stochastic gradient langevin dynamics"
measure used,"automatic measure, certain measure, measure whose values, measurement instrument used, valued measure, rough measure, holistic measure, method used, chart used, related information used"
measure whose values,"valued measure, measure used, values calculated, certain measure, values taken, automatic measure, observed values, data values, finding specific values, functional values"
measured data,"given data, data values, physical data model, another data, data model, digital data, single data, data objects, data occurring simultaneously, big data"
measurement based quantum computing models,"quantum measurement, quantum measurement theory, quantum measurement described, quantum computing, quantum measurements described, quantum measurement may involve, quantum data, quantum computation language, cambridge quantum computing, quantum computer"
measurement equipment,"measurement instrument used, expensive equipment, quantum measurement, quantum measurement described, entanglement measurement"
measurement instrument used,"measurement equipment, measure used, quantum measurement described, quantum measurement, tool used, techniques used, technique used, entanglement measurement, also used, alarm signal used"
measuring properties,"functions measuring, many properties, varying properties, interesting properties, remarkably good properties, statistical properties, algebraic properties, numerical linear algebra uses properties, properties inherited, excellent error properties"
mechanical systems,"especially biomechanical systems, systems engineering, describe material systems, systems design, systems used, even mechanical elements, systems theory, mathematical systems theory, artificial systems, systems design could"
media player known,"windows media player 6, commercial cd player, also known, sometimes known, commonly known, sometimes also known, necessarily known, fairly well known, apu  formerly known, originally known"
mediated communications,"communications technologies used, communications network, communications security, wireless communications environment, mediated reality, physiologically mediated reality"
mediated reality,"physiologically mediated reality, mixed reality, mediated communications, virtual reality, augmented reality alters one, augmented reality, commercial augmented reality experiences, whereas virtual reality completely replaces"
medical imaging,"medical imaging also establishes, although imaging, medical science, medical reasons"
medical imaging also establishes,"medical imaging, although imaging, medical science, medical reasons, also visually, ac  also known, also known, also referred, also related, also reveal"
medical reasons,"medical science, main reasons, medical imaging also establishes, medical imaging"
medical science,"medical imaging, medical reasons, medical imaging also establishes, science seeking, computer science, computer science intended, within computer science, information science, computer science fields, computer science context"
meet third normal form standards,"meet third normal form would, third normal form, sixth normal form, defined sixth normal form, normal form used, consistent standards, higher standards, usable form, another form, explaining standards"
meet third normal form would,"meet third normal form standards, third normal form, sixth normal form, defined sixth normal form, normal form used, another form, single form, conjunctive normal form, simplified form, general form"
meeting recordings,meeting software requirements rather
meeting software requirements rather,"software requirements analysis, software design, also software design specification, including software coding standards, software decomposition whereby fundamental requirements, software design may refer, software development, generally accepted software engineering body, software programs, software implementations"
meldable heap,"also meldable heap, meldable heap implementation, randomized meldable heap supports, randomized meldable heap, adjusting heap, randomized meldable priority queue"
meldable heap implementation,"also meldable heap, meldable heap, randomized meldable heap supports, randomized meldable heap, scalable implementation, randomized meldable priority queue, literal implementation, physical implementation, implementation language, popular implementation"
membership function,"membership inference, function join, membership inference attacks, diverse membership, basic function, important function, continuous function, function following disease, known function, another function"
membership inference,"membership inference attacks, membership function, inductive inference, several inference problems, diverse membership, perform inference, type inference, variational inference, statistical inference, approximate inference methods make"
membership inference attacks,"membership inference, membership function, several inference problems, perform inference, inductive inference, type inference, statistical inference, approximate inference methods make, variational inference, necessary employing polymorphic recursion  inference"
memory allocation,"special memory allocation libraries, conventional dynamic memory allocation libraries, special dynamic memory allocation libraries, memory dependence prediction, excessive memory requirements, computer memory, resource allocation, optimized allocation, term memory, register allocation"
memory debugger,"memory debuggers, memory debuggers work, might also need memory debuggers, memory management, memory used, computer memory, memory management within, memory location, memory protection, memory management unit"
memory debuggers,"memory debugger, memory debuggers work, might also need memory debuggers, many memory debuggers require applications, memory management, memory used, computer memory, memory management within, memory location, memory protection"
memory debuggers work,"memory debuggers, memory debugger, might also need memory debuggers, many memory debuggers require applications, memory used, memory management, memory protection, memory management within, memory location, memory sharing"
memory dependence prediction,"memory allocation, excessive memory requirements, memory search, computer memory, monitoring memory access, term memory, small memory footprint, improve prediction, physical memory, memory debugger"
memory dependency speculation,"memory management, memory management within, memory used, memory management unit, either manual memory management, memory location, term memory, memory sharing, might also need memory debuggers, memory protection"
memory leaks,"memory leaks due, memory used, memory protection, memory management, internal memory, memory sharing, memory management within, memory debuggers work, memory debuggers, memory space"
memory leaks due,"memory leaks, memory used, memory protection, memory management, memory management within, internal memory, memory debuggers work, memory debuggers, memory sharing, memory dependency speculation"
memory location,"memory used, memory management, memory search, memory management within, memory sharing, internal memory, memory management unit, memory space, term memory, either manual memory management"
memory management,"memory management within, memory management unit, automatic memory management, based memory management system, either manual memory management, memory used, memory protection, memory sharing, term memory, memory location"
memory management unit,"memory management, memory management within, based memory management system, automatic memory management, either manual memory management, memory protection, original sun 1 memory management unit, memory location, memory used, memory sharing"
memory management within,"memory management, memory management unit, automatic memory management, based memory management system, either manual memory management, memory used, memory protection, term memory, memory location, memory sharing"
memory protection,"memory management, memory used, memory management within, memory management unit, memory sharing, computer memory, either manual memory management, memory leaks, internal memory, memory space"
memory search,"memory location, computer memory, monitoring memory access, memory used, memory management, term memory, memory space, memory sharing, either manual memory management, memory management within"
memory sharing,"memory used, memory management, memory management within, memory location, memory protection, memory space, internal memory, memory management unit, term memory, either manual memory management"
memory space,"memory used, storage space, computer memory, memory management, memory management within, term memory, memory location, memory sharing, internal memory, virtual memory address space"
memory used,"term memory, memory management, internal memory, memory management within, memory location, memory space, memory sharing, memory protection, either manual memory management, memory management unit"
mental states,"mental weaknesses, study affective states, two states, thesis states, graph states, completely random states, quantum graph states, two graph states, degenerate ground states, concerned scientists states"
mental weaknesses,mental states
mentioned explicitly,"specified explicitly, data model explicitly determines, backfitting algorithm explicitly"
merge operation,"join operation, separate operation, hybrid merge sort, merge path, special skew heap merge, single abstract comparison operation, every operation, main operation performed, easiest operation, autonomous operation"
merge path,"path expressions, merge operation, path expression, path trees, path expression like, hybrid merge sort, path expression language, path expression p, critical path, delegated path discovery"
mergeable heap structures,"abstract data structures, arbitrary data structures, data structures, abstract data structures receive, matrix structures, compressed data structures include, evaluate data structures, specially constructed database structures, physical structures, fixed structures"
merging two heaps,"involved merging, two skew heaps must, two bytes wide using, two matrices w, two parts, two objects, takes two matrices, distributed among two, add two numbers, adding two n"
message authentication codes,"message authentication codesiso, authentication mechanism, data origin authentication, binary lexicographic codes, server message block, advanced message queuing protocol, error correcting codes defined, error message, smb  server message block, smb2  server message block"
message authentication codesiso,"message authentication codes, authentication mechanism, data origin authentication"
message facilitates structure mining,"structure mining, defined tech mining, text mining, text mining tools, structured data mining, tech mining, technology mining, applying text mining methods, fp mining, data mining"
messaging open service interface definition,"application programming interface, user interface, user interface software, user interface structure, human interface device class, computer interface, User interface design, user interface design, human interface device, microsoft windows application programming interface"
meta learning,"facilitate meta learning, meta learning algorithm used, based learning, human learning, semi-supervised learning, based learning methods, deep learning, learning performed, transductive learning, learning method"
meta learning algorithm used,"meta learning, facilitate meta learning, metaheuristic algorithm commonly applied, learning algorithm, supervised learning algorithm, machine learning algorithm studied since 1970s, online machine learning, based machine learning, simple competitive learning algorithm, machine learning technique used"
metacognition concerned,"also concerned, usually concerned, mostly concerned, concerned scientists states, declarative programming paradigm concerned, artificial intelligence concerned"
metaheuristic algorithm commonly applied,"meta learning algorithm used, algorithm used, algorithm using, optimization algorithm based, deterministic algorithm, search algorithm, seeking algorithm, algorithm design technique, optimization algorithm, algorithm theory"
metamathematics unit,"processing unit, central processing unit, graphics processing unit, accelerated processing unit, lookahead carry unit, logical unit, making unit situated, memory management unit, original sun 1 memory management unit, amd accelerated processing unit"
metastable phases,"several phases, multiple phases, equilibrium phases, abelian geometric phases"
meteorological science,"environmental science, information science, science seeking, medical science, acs combinatorial science, acs combinatorial science publishes articles, cognitive science, computer science, materials science, computer science context"
method call,"method used, method first proposed, original method, alternative method, popular method, simplest method, supervised method, factory method lets, Factory method, factory method"
method first proposed,"method used, original method, alternative method, method call, simplest method, popular method, first proposed, supervised method, first suggested, first systematic work"
method used,"alternative method, method call, method first proposed, original method, supervised method, simplest method, techniques used, popular method, technique used, learning method"
methods comprise,"methods including, methods defined, several methods, methods may, two methods, formal methods, effective methods exist, based methods, using formal methods, efficient methods known"
methods defined,"methods comprise, methods including, methods may, formal methods, several methods, two methods, using formal methods, efficient methods known, based methods, effective methods exist"
methods including,"methods comprise, several methods, methods may, methods defined, two methods, formal methods, based methods, using formal methods, effective methods exist, efficient methods known"
methods may,"methods including, methods comprise, several methods, methods defined, two methods, effective methods exist, formal methods, using formal methods, based methods, efficient methods known"
metric facility location problem,"metric space study, current location estimates, receive quality metric, empty location, single location, location awareness, nearest neighbor problem, difficult weber problem, closest following free location, dimensional optimization problem"
metric k-center,metric structures
metric space study,"distance metric learning, distance metric, metric facility location problem, euclidean space, space mathematical analysis technique, dimensional space, dimensional vector space model, dimensional vector space model implementations, receive quality metric, vector space"
metric structures,"physical structures, data structures, metric k-center, arbitrary data structures, abstract data structures, matrix structures, fixed structures, internal structures, graph structures  although, commonly used nontrivial data structures"
michael collins,"michael dertouzos, michael halliday"
michael dertouzos,"michael collins, michael halliday"
michael halliday,"michael dertouzos, michael collins"
microbial intelligence,"artificial intelligence, artificial intelligence laboratory, artificial intelligence concerned, use artificial intelligence, artificial intelligence research dedicated, traditional artificial intelligence, symbolic artificial intelligence, intelligence analysis, computational intelligence, subsymbolic artificial intelligence"
microevolutionary processes,"regressive processes, gaussian processes, two random processes, model nonlinear processes, processes might, business processes within, technological innovation processes, organizations thoroughly analyze processes, enable processes, thinking processes"
microprogrammed significance arithmetic,"adjusted significance testing, higher arithmetic, compute arithmetic operations, binary arithmetic, basic arithmetic operations, fifo arithmetic code first introduced, basic arithmetic operations     integer powers, unhandled arithmetic overflow, index arithmetic, symmetric level-index arithmetic"
microsoft created,"microsoft developed, microsoft since, proprietary microsoft technologies intended, microsoft sql server, microsoft windows application programming interface, similarly created, data representation framework created, created every year"
microsoft developed,"microsoft created, proprietary microsoft technologies intended, microsoft since, originally developed, subsequently developed, microsoft windows application programming interface, microsoft sql server, developed later, first developed, technical standard originally developed"
microsoft since,"microsoft developed, microsoft created, proprietary microsoft technologies intended, microsoft sql server, microsoft windows application programming interface, since two houses may, since static hashing requires"
microsoft sql server,"sql systems, sql statements, go beyond sql, microsoft developed, microsoft created, microsoft since, sql dump, proprietary microsoft technologies intended, microsoft windows application programming interface"
microsoft windows application programming interface,"application programming interface, application programming interfaces, user interface software, computer interface, software application, application design, acm symposium on user interface software and technology, distributed application architecture, user interface, User interface design"
might also need memory debuggers,"memory debuggers work, memory debuggers, memory debugger, many memory debuggers require applications, memory used, memory protection, memory management, memory location, either manual memory management, memory management within"
might compare equal,"compare equal, beyond compare, compare unequal, compare new problem instances, equal sizes, might specify, might contain, ai control problem might"
might contain,"might specify, might take, latter might, contain precautionary measures, processes might, might compare equal, might also need memory debuggers, ai control problem might"
might instead make cryptanalysis easier,"used instead, make useful comparisons, instead written generically, called compositeness tests instead, exponent instead, pathology instead, designer make decisions, markov partitions make homoclinic, collectively make"
might specify,"might contain, might take, data model may specify, processes might, might compare equal, specify scenes, ai control problem might"
might take,"might specify, latter might, take advantage, might contain, take full advantage, take hold, processes might, instruction take action contingent, take control, might also need memory debuggers"
military significance,adjusted significance testing
milnermycroft calculus,"milnermycroft typability, lambda calculus consists, typed lambda calculus, lambda calculus may, differential calculus, predicate calculus, calculus meta, pattern calculus, concurrent pattern calculus"
milnermycroft typability,milnermycroft calculus
mimo wireless communication,"wireless communications environment, communication channel, communication protocol, wireless routing protocol, communication protocol developed, directional communication, unreliable communication channels, inadequate communication infrastructure, communication required, optic communication"
min item allocation,"cost allocation, memory allocation, resource allocation, optimized allocation, current allocation, arbitrary item insertions, register allocation, special dynamic memory allocation libraries, special memory allocation libraries, conventional dynamic memory allocation libraries"
min records,"counts max records, generated records, min item allocation, telephone records, audit trail records"
min-conflicts algorithm,"conflicts algorithm, algorithm used, algorithm using, algorithm repeatedly, algorithm theory, particular algorithm, run-time algorithm specialization, sequential algorithm, matching algorithm, deterministic algorithm"
minimal evaluation,"partial evaluation, strict evaluation, efficient evaluation, lazy evaluation, evaluation method, evaluation strategy, eager evaluation, evaluation functions, short-circuit evaluation, including expression evaluation"
minimal geometrical,"geometrical model, minimal evaluation"
minimize associated losses,"asymptotically minimize, associated data, associated view, associated phenomenon, logically associated, closely associated"
minimizing cost,"lowest cost, suitable cost function, cost allocation, minimizing reengineering"
minimizing reengineering,minimizing cost
minimum acceptable signal,"minimum intelligent signal test, signal prior, analog signal, signal processing, minimum information required, digital signal, signal generation, minimum message length, minimum degree algorithm, local minimum"
minimum capacity,"capacity received, fixed capacity, local minimum, minimum cut, theoretic minimum, minimum degree algorithm, minimum k-cut, minimum message length, hash table approaches maximum capacity, minimum acceptable signal"
minimum cut,"minimum k-cut, local minimum, minimum capacity, cut theorem, global minimum, theoretic minimum, minimum degree algorithm, minimum information required, cut theorem follows, cut theorem refers"
minimum degree algorithm,"minimum degree algorithms, multiple minimum degree, particular algorithm, degree matrix, algorithm using, algorithm used, local minimum, algorithm theory, approximation algorithm, division algorithm"
minimum degree algorithms,"minimum degree algorithm, specific algorithms, multiple minimum degree, possible algorithms, various algorithms, several algorithms, also many approximation algorithms, constructing algorithms, efficient algorithms, core algorithms"
minimum feedback arc set,"arc set, constant feedback loops, feedback loop, used feedback, feedback connections, force feedback, minimum acceptable signal, set balancing problem, set balancing, minimum information required"
minimum information required,"limited information, necessary information, required information content, local minimum, contains information, units of information, global minimum, information may, minimum acceptable signal, information distances"
minimum intelligent signal test,"minimum acceptable signal, signal generation, signal processing, digital signal, turing test proposed, analog signal, signal strength input, digital signal processing, various digital signal processing algorithms, signal prior"
minimum k-cut,"minimum cut, local minimum, minimum capacity, minimum degree algorithm, theoretic minimum, global minimum, minimum information required, minimum acceptable signal, multiple minimum degree, minimum stable convergence criteria"
minimum message length,"word length, unknown length, minimum acceptable signal, local minimum, minimum capacity, length entries found, global minimum, minimum degree algorithm, minimum cut, infinite length"
minimum spanning tree problem  mst,"spanning tree generation, tree traversal, spanning trees, extended binary tree obtained, balanced tree, likely parse tree, tree containing, boundlessly increasing tree height, ordered binary tree, bsp tree"
minimum stable convergence criteria,"convergence analysis, exponential convergence, stable equilibrium, theoretic minimum, global minimum, hurwitz stable, minimum acceptable signal, local minimum, minimum degree algorithm, minimum k-cut"
mips architecture,"early mips architectures, bit mips architecture, mips computer systems, first mips implementation, mips ii implementations, bit mips iii architecture, first mips iii implementation, bit mips processors, network architecture, computer architecture"
mips computer systems,"mips architecture, first mips implementation, bit mips processors, early mips architectures, mips ii implementations, bit mips architecture, first mips iii implementation, bit mips iii architecture, computer systems, 19mips computer systems"
mips ii implementations,"first mips iii implementation, first mips implementation, mips architecture, mips computer systems, early mips architectures, bit mips iii architecture, bit mips architecture, bit mips processors, 1991 left mips ii, based implementations"
misleading equivalence,
mit open courseware,"open source software, open specification, windows open services architecture, mit press, mit scheme, open group, open source community, open loop spatial multiplexing"
mit press,"mit scheme, aaai press, mit open courseware, cambridge university press"
mit scheme,"mit press, mit open courseware, acct uri scheme, deterministic encryption scheme, encryption scheme utilized, probabilistic encryption scheme"
mitchell waldrop,
mitigate system failures,"system tries, based system, system performance, system resources, system level analysis, system usability scale, system must exhibit, system whose resources, new system, cover many system executions"
mixcolumns step,"second step uses, step size, inductive step, previous step, last step, encryption step performed"
mixed reality,"mediated reality, mixed reality user interfaces workshop, augmented reality alters one, augmented reality, commercial augmented reality experiences, virtual reality, physiologically mediated reality, completely mixed, whereas virtual reality completely replaces"
mixed reality user interfaces workshop,"user interfaces, 3d user interaction system, User interface design, user interface design, 3d user interaction systems, interfaces workshop, 3d user interaction techniques, user interface design requires, user interface, 3d user interaction"
mixing components,"different components, common components, least four components, connected components, main components, system components, primitive components, disconnected components, principal components"
mmd stands,
mnist database,"mnist database groups, mnist database contains 60, technology database, database systems, special database 1, special database 3, relational database, database index, relational database domain, resulting relational database schema"
mnist database contains 60,"mnist database, mnist database groups, database index, large database, database columns, database indexes, special database 1, database systems, database table, special database 3"
