Phrase,Neighbours
milnermycroft calculus,"typed lambda calculus, differential calculus, pattern calculus, concurrent pattern calculus"
min-conflicts algorithm,"conflicts algorithm, polynomial time algorithm, algorithm theory, time algorithm, sequential algorithm, matching algorithm, deterministic algorithm, online algorithm, key algorithm, greedy algorithm"
minimum degree algorithm,"minimum degree algorithms, degree matrix, local minimum, algorithm theory, approximation algorithm, division algorithm, nearest neighbor algorithm, polynomial time algorithm, algorithm design technique, weighted majority algorithm"
minimum degree algorithms,"minimum degree algorithm, standard computer algorithms, efficient algorithms, core algorithms, approximation algorithms, degree matrix, local minimum, abstract algorithms, classification algorithms, graph algorithms"
minimum k-cut,"local minimum, minimum degree algorithms, minimum degree algorithm, global minimum, minimum message length"
minimum message length,"local minimum, advanced message queuing protocol, server message block, global minimum, message authentication codes, minimum degree algorithm, minimum degree algorithms, minimum k-cut, error message"
misleading equivalence,
mit scheme,"deterministic encryption scheme, probabilistic encryption scheme"
mnist database,"technology database, database systems, relational database, database index, relational database domain, database indexes, database model, hierarchical database modelit, database indexing technique, database table"
mobile ad hoc networks,"classic ad hoc, mobile computing devices, mobile software agent"
mobile computing devices,"mobile software agent, distributed computing, computing power, computing resources, mobile ad hoc networks, soft computing, autonomic computing, cambridge quantum computing, quantum computing, superconducting computing"
mobile software agent,"intelligent agent, intelligent agent paradigm, mobile computing devices, mobile ad hoc networks, reinforcement learning agent"
modal interpretations,
model nonlinear processes,"nonlinear global analysis, nonlinear optimization, mathematical model, nonlinear neuron, statistical model, acoustic model, predictive model, prediction model, multinomial model, model predictive control"
model predictive control,"predictive model, control theory, prediction model, stochastic optimal control, stochastic control, fuzzy control systems, predictive analytics, supervised learning model, ai control problem, adaptive predictive coding"
model sequences,"structured model, semi-structured model, data model, generative model, c4 model, assembling sequences, term data model, relational model, graphical model, mathematical model"
modeling software,"modelling software, data modeling, language modeling, software implementations, software design, software frameworks, software structure, software construction, software project, software solution"
modelling software,"modeling software, unified modelling language, software implementations, software frameworks, software structure, software design, software construction, software solution, evaluate computer software, software engineering"
modern decision theory,"decision model, decision making problems, decision rules, decision model and notation, decision boundaries, decision tree technique, decision trees, decision boundary, constraint decision model, soft decision viterbi decoders"
modern deep learning models,"deep learning, deep reinforcement learning, machine learning, deep neural networks, supervised learning models, deep generative models, supervised learning model, learning theory, online machine learning, supervised machine learning"
modulo scheduling,
monic polynomials,bernstein polynomials
monte carlo algorithm,"monte carlo algorithms, markov chain monte carlo, markov chain monte carlo sampler, compound algorithm, thomas algorithm, algorithm theory, optimization algorithm, greedy algorithm, gaussseidel method algorithm, conquer algorithm"
monte carlo algorithms,"monte carlo algorithm, markov chain monte carlo, markov chain monte carlo sampler, markov algorithms, efficient algorithms, matrix algorithms, las vegas algorithms, machine learning algorithms, standard computer algorithms, stochastic optimization algorithms"
moravec's paradox,
motion graphics design,"graphic design, visual design, graphics processing unit, information graphics, immersive design, design patterns, design pattern, design problem, web design, object-oriented design"
multi layer perceptron,"output layer, input layer, hidden layer"
multi-label classification,"multiclass classification, classification criteria, classification performance, classification problem, classification tasks, classification accuracy, statistical classification, classification algorithms, output classification, fuzzy classification predicate"
multiclass classification,"multi-label classification, classification criteria, classification performance, classification tasks, classification problem, classification algorithms, output classification, statistical classification, classification accuracy, fuzzy classification predicate"
multifrontal solver,
multilevel sampling system,"pool-based sampling, multimodal system, system level analysis, computational system, linear system, information system, system matrix, inverse system, system performance, extensible encoding system"
multimedia communication,multimedia data
multimedia data,"multimedia communication, digital data, streaming data, embedded data, data visualization, displaying data, data streaming algorithms, data storage, processing data streams, big data applications"
multimodal architecture,"multimodal system, functional architecture, distributed application architecture, layered network architecture, computer architecture, network architecture, cognitive architecture, information architecture, systems architecture, computer network architecture"
multimodal system,"multimodal architecture, computational system, dynamical system, multilevel sampling system, 3d user interaction system, system level analysis, system performance, information system, software system, graphics system"
multinomial model,"semi-structured model, mathematical model, c4 model, data model, generalized additive model, predictive model, structured model, statistical model, term data model, generative model"
multiplexing technique,"division multiplexing, spatial multiplexing, algorithm design technique, compiler optimization technique, fibonacci search technique, database indexing technique, decision tree technique"
multivariate analysis,"bivariate analysis, multivariate linear regression, multivariate mutual information, regression analysis, multivariate normal distributions, multivariate normal distribution, data analysis, functional analysis, discriminant function analysis, structured analysis"
multivariate linear regression,"linear regression, linear regression models, multivariate analysis, regression analysis, regression models, local regression, multivariate normal distributions, multivariate normal distribution, ridge regression estimator, regression tasks"
multivariate mutual information,"conditional mutual information, multivariate analysis, multivariate normal distributions, multivariate normal distribution, multivariate linear regression, information theory, information interchange, bayesian information, digital information, Bayesian information criterion"
multivariate normal distribution,"multivariate normal distributions, normal distribution, gaussian distribution, multivariate linear regression, multivariate analysis, joint distribution, value distribution, joint probability distribution, probability distribution, categorical distribution"
multivariate normal distributions,"multivariate normal distribution, multivariate analysis, multivariate linear regression, probability distributions, multivariate mutual information"
mutable array,"array list, mutable ordered lists, dynamic array, dynamically allocated array, bit array, resizable array, compressed suffix array"
mutable ordered lists,"ordered sets, mutable array, ordered tree"
mvc design pattern,"design pattern, Software design pattern, design patterns, behavioral software design pattern, compiler design, application design, software design, pattern recognition task, pattern language, structural pattern recognition"
n log n comparisons,"Log analysis, log analysis, network log analysis, computer log management"
natural computation,"symbolic computation, biological computation, symbolic-numeric computation, evolutionary computation, computation time, numeric computation, quantum computation language, size computation, natural language processing, natural neuronal processes"
natural language,"natural language text, natural language processing, general-purpose language, scientific language, programming language, language specification, language model, pattern language, common language runtime, programming language semantics"
natural language processing,"natural language, natural language text, speech processing, text processing, speech processing applications, neurocomputational speech processing, natural computation, neural information processing workshop, processing power, digital signal processing"
natural language text,"natural language, natural language processing, text analysis, program text, text processing, extensible text framework, text mining, streaming text, text retrieval, natural computation"
natural neuronal processes,"gaussian processes, natural computation, microevolutionary processes, natural language processing, natural language, natural language text"
nearest neighbor algorithm,"nearest neighbor problem, single nearest neighbor, k nearest neighbors, parallel algorithm, search algorithm, sequential algorithm, matching algorithm, algorithm theory, forward algorithm, conquer algorithm"
nearest neighbor problem,"single nearest neighbor, nearest neighbor algorithm, k nearest neighbors, optimality problem, optimization problem, dimensional optimization problem, knapsack problem, classification problem, problem space, design problem"
negative matrix factorization,"non-negative matrix factorization, matrix analysis, matrix decomposition, matrix decompositions, matrix operations, inverse matrix, matrix equations, incidence matrix, matrix structures, matrix multiplication"
negative transfer learning,"transfer learning, learning theory, transductive learning, unsupervised learning, human learning, reinforcement learning, representation learning, lazy learning, learning state, computational learning theory"
neighbouring vertices,"adjacent vertices, child vertices"
nervous system,"system matrix, reasoning system, dynamical system, linear system, fuzzy control system, system performance, information system, operating system, inverse system, fuzzy logica mathematical system"
nested loop,"loop body, loop splitting, generalised loop splitting, overlapping loop iterations, loop peeling, feedback loop"
network architecture,"computer network architecture, layered network architecture, network environments, computer network, network processors, network integration design, internal network, computer network programming, network protocol, network elements"
network browsing,"computer network, telecommunications network, network architecture, digital network, network protocol, network environments, computer network programming, computer network architecture, internal network, communications network"
network elements,"network architecture, layered network architecture, network environments, computer network, computer network architecture, network integration design, network protocol, internal network, computer network programming, telecommunications network"
network environments,"network architecture, internal network, computer network architecture, layered network architecture, network protocol, network integration design, computer network, network elements, communications network, organizational network"
network integration design,"network architecture, network environments, computer network architecture, layered network architecture, network protocol, computer network, computer network programming, network processors, internal network, network elements"
network log analysis,"Log analysis, log analysis, computer log management, computer network programming, network architecture, computer network, computer network architecture, digital network, internal network, network protocol"
network processors,"computer processors, network architecture, computer network, computer network architecture, computer network programming, single core processors, layered network architecture, scalar processors, network scheduler, network integration design"
network protocol,"internet protocol suite, communications network, network architecture, network environments, computer network, wireless routing protocol, telecommunications network, computer network architecture, internal network, dynamic host configuration protocol"
network scheduler,"computer network, network protocol, computer network programming, network processors, network architecture, network environments, telecommunications network, communications network, decision network, computer network architecture"
neural abstraction pyramid,"neural information processing workshop, neural networks, neural network, differentiable neural computers, physical neural networks, neural network toolbox, neural turing machines, physical neural network, artificial neural network, artificial neural networks"
neural information processing workshop,"neural network, neural networks, neural network toolbox, physical neural network, neural networks training, neural abstraction pyramid, differentiable neural computers, artificial neural network, physical neural networks, neural turing machines"
neural network,"neural networks, physical neural network, artificial neural network, physical neural networks, artificial neural networks, neural network toolbox, deep neural networks, neural networks training, computational neural network models, recurrent neural network"
neural network toolbox,"neural network, neural networks, artificial neural network, physical neural network, neural networks training, feedforward neural network, physical neural networks, artificial neural networks, computational neural network models, deep neural networks"
neural networks,"neural network, physical neural networks, artificial neural networks, artificial neural network, physical neural network, deep neural networks, neural networks training, computational neural network models, neural network toolbox, recurrent neural networks"
neural networks training,"neural networks, neural network, training recursive neural nets, physical neural networks, physical neural network, neural network toolbox, artificial neural networks, artificial neural network, deep neural networks, computational neural network models"
neural synapse,"recurrent neural nets, neural network, neural information processing workshop, neural abstraction pyramid, neural networks, neural network toolbox, neural turing machines, training recursive neural nets, recurrent neural network, feedforward neural network"
neural turing machines,"turing machine, probabilistic turing machines, probabilistic turing machine, differentiable neural computers, intelligent machines, neural network, neural networks, neural information processing workshop, artificial neural network, artificial neural networks"
neurocomputational speech processing,"speech processing, speech processing applications, speech activity detection, speech detection, speech signals, automatic speech recognition, speech recognition, natural language processing, neural information processing workshop, text processing"
neuron clusters,nonlinear neuron
ngh systems,"systems architecture, database systems, sql systems, computer systems, computational systems, operating systems, systems engineering, systems theory, software systems, artificial systems"
nm matrix,"matrix structures, degree matrix, matrix analysis, system matrix, matrix operations, matrix decomposition, density matrix, matrix decompositions, inverse matrix, matrix splitting"
Node Link,"external node, outer node, terminal node, root node, leaf node"
noise ratio,
non-negative matrix factorization,"negative matrix factorization, matrix analysis, matrix decomposition, matrix decompositions, inverse matrix, matrix operations, cholesky factorization, matrix structures, matrix algorithms, matrix equations"
nonlinear global analysis,"model nonlinear processes, global solutions, global robustness, nonlinear optimization, deterministic global optimization, global view, numerical analysis, mathematical analysis, asymptotic analysis, nonlinear neuron"
nonlinear neuron,"neuron clusters, model nonlinear processes, nonlinear optimization, nonlinear global analysis"
nonlinear optimization,"optimization mechanism, robust optimization, numerical optimization, optimization theory, optimization problems, optimization problem, optimization methods, functional optimization, optimization algorithm, stochastic optimization algorithms"
nonorthogonal problems,"computational problems, optimization problems, decision making problems, combinatorial optimization problems, matroid problems"
nonparametric bayesian models,"generalised bayesian networks, Bayesian information criterion, bayesian networks, bayesian network, bayesian information, linear bayesian svm, regression models, linear regression models, bayesian svm, bayesian svms"
normal discriminant analysis,"linear discriminant analysis, linear discriminant, discriminant function analysis, linear discriminant function, normal distribution, asymptotic analysis, data analysis, regression analysis, gene analysis, bivariate analysis"
normal distribution,"multivariate normal distribution, probability distribution, gaussian distribution, value distribution, maximum entropy probability distribution, joint probability distribution, joint distribution, conditional probability distribution, normal discriminant analysis, categorical distribution"
normalization layers,"traditional convolutional layers, fully connected layers, hidden layers, pooling layers"
normalized compression distance,"compression rate, lossless compression, data compression, compression schemes, lossless compression algorithm, hamming distance, distance metric, euclidean distance, normalized entropy, distance metric learning"
normalized entropy,"differential entropy, entropy method, entropy calculations, maximum entropy probability distribution, transfer entropy, normalized compression distance"
null pointer,"null pointers, null reference, uninitialized pointer"
null pointers,"null pointer, null reference"
null reference,"null pointer, null pointers"
number theory,"analytic number theory, information theory, complexity theory, algorithmic information theory, dimensional complexity theory, algorithmic complexity theory, computational complexity theory, quantum information theory, modern decision theory, pseudorandom number generators"
numeric artificial neural networks,"artificial neural networks, artificial neural network, neural networks, neural network, physical neural networks, physical neural network, computational neural network models, deep neural networks, recurrent neural networks, neural network toolbox"
numeric computation,"symbolic-numeric computation, natural computation, symbolic computation, numeric artificial neural networks, size computation, computation time, biological computation, evolutionary computation, quantum computation language"
numerical analysis,"numerical method, numerical operations, mathematical analysis, numerical optimization, numerical computing programs, numerical linear algebra, structural analysis, nonlinear global analysis, flow analysis, convergence analysis"
numerical computing programs,"numerical operations, numerical analysis, scientific computing, numerical method, computing machinery, computing resources, advanced computing environment, statistical computing, numerical optimization, parallel computing"
numerical linear algebra,"linear algebra, linear equations, computer algebra, abstract algebra, linear programming, computer algebra systems, numerical operations, fortran basic linear algebra subprograms, relational algebra, galaxies  numerical linear algebra"
numerical method,"numerical analysis, numerical operations, numerical optimization, numerical computing programs, numerical linear algebra, scientific method, jacobi method, iterative method, theoretic method, backward euler method"
numerical operations,"numerical analysis, numerical method, numerical optimization, numerical computing programs, compute arithmetic operations, numerical linear algebra, matrix operations, bitwise operations, data retrieval operations"
numerical optimization,"optimization mechanism, optimization problems, optimization methods, optimization problem, nonlinear optimization, optimization algorithm, functional optimization, dimensional optimization problem, optimization theory, numerical operations"
numpy bindings,
object code,"object code optimizer, Object Oriented Programming, object oriented programming, distributed object communication, oriented code, immutable object, code libraries, object recognition technology, code development, object recognition  technical report icg"
object code optimizer,"object code, Object Oriented Programming, object oriented programming, oriented code, object recognition  technical report icg, object recognition technology, immutable object, distributed object communication, managed code, code development"
object oriented programming,"Object Oriented Programming, object code, object code optimizer, oriented code, feature oriented programming, subject-oriented programming, application programming interfaces, objective programming, oriented analysis, application programming interface"
Object Oriented Programming,"object oriented programming, object code, object code optimizer, oriented code, feature oriented programming, subject-oriented programming, application programming interfaces, objective programming, oriented analysis, application programming interface"
object recognition  technical report icg,"object recognition technology, recognition tasks, image recognition, object code, object code optimizer, Object Oriented Programming, object oriented programming, optical character recognition, gesture recognition, pattern recognition task"
object recognition technology,"object recognition  technical report icg, image recognition, recognition tasks, gesture recognition, optical character recognition, information technology, information technology methods, automatic speech recognition, technology information, speech recognition"
object-oriented design,"design patterns, application design, design pattern, Software design pattern, software design, visual design, conceptual design discipline, software design description, User interface design, user interface design"
objective function,"objective programming, linear objective function, function abstraction, basic function, function evaluates, activation function, function interaction, exact function, observation function, map function"
objective programming,"objective function, Object Oriented Programming, object oriented programming, linear objective function, application programming interfaces, application programming interface, automatic programming, programming paradigm, feature oriented programming, programming environments"
observation function,"function evaluates, function interaction, basic function, exact function, mathematical function, continuous function, activation function, discriminant function analysis, higher-order function, order function"
ocaml languages,"programming languages, general programming languages, visual programming languages, scientific programming languages, typed programming languages, formal knowledge representation languages, quantum programming languages, functional quantum programming languages, markup languages, imperative quantum programming languages"
octave scripting language,"programming language, programming language theory, programming language semantics, assembly language programmers, logic programming language, implementation language, pattern language, computer language, language model, common language runtime"
offline algorithms,"online algorithms, efficient algorithms, standard computer algorithms, abstract algorithms, sweep line algorithms, quasilinear time algorithms, based learning algorithms, distributed algorithms, core algorithms, sequential algorithms"
ogee curve,"representation curve, sigmoid curve, gompertz curve"
online algorithm,"online algorithms, search algorithm, algorithm theory, learning algorithm, streaming algorithm, sequential algorithm, forward algorithm, key algorithm, algorithm design technique, online information"
online algorithms,"online algorithm, search algorithms, standard computer algorithms, efficient algorithms, abstract algorithms, sequential algorithms, distributed algorithms, based learning algorithms, evolutionary algorithms, classic search algorithms"
online information,"digital information, information science, information system, technology information, information technology methods, information retrieval, information technology, online algorithm, information interchange, online algorithms"
online machine learning,"machine learning, based machine learning, supervised machine learning, machine learning algorithms, machine learning tasks, computer learning, rule-based machine learning, learning algorithm, supervised learning algorithm, deep learning"
operating system,"operating systems, state machine operating, software system, system performance, system usability scale, information system, graphics system, computational system, linear system, system level analysis"
operating systems,"operating system, computer systems, systems architecture, state machine operating, software systems, embedded systems, systems engineering, artificial systems, gaming systems, systems theory"
optical character recognition,"character recognition, image recognition, pattern recognition, object recognition technology, statistical pattern recognition, gesture recognition, handwriting recognition, structural pattern recognition, pattern recognition task, object recognition  technical report icg"
optimal solution,"parallel solution, stochastic optimal control, software solution"
optimality problem,"optimization problem, dimensional optimization problem, nearest neighbor problem, problem space, design problem, classification problem, ai control problem, knapsack problem, hashing problem, software problem"
optimization algorithm,"optimization methods, optimization mechanism, optimization theory, optimization problems, optimization problem, optimization software, functional optimization, robust optimization, program optimization, numerical optimization"
optimization mechanism,"optimization methods, optimization theory, optimization algorithm, functional optimization, optimization problems, optimization problem, optimization software, robust optimization, numerical optimization, nonlinear optimization"
optimization methods,"optimization algorithm, optimization mechanism, optimization theory, optimization problems, optimization problem, functional optimization, optimization software, robust optimization, numerical optimization, program optimization"
optimization problem,"optimization problems, optimization methods, optimization algorithm, optimization mechanism, optimization theory, functional optimization, dimensional optimization problem, numerical optimization, combinatorial optimization problems, robust optimization"
optimization problems,"optimization problem, optimization methods, optimization algorithm, optimization mechanism, optimization theory, functional optimization, numerical optimization, combinatorial optimization problems, dimensional optimization problem, optimization software"
optimization software,"process optimization software, program optimization, optimization algorithm, optimization mechanism, optimization methods, optimization theory, optimization problems, optimization problem, functional optimization, robust optimization"
optimization theory,"optimization mechanism, optimization methods, optimization algorithm, optimization problems, optimization problem, functional optimization, robust optimization, optimization software, numerical optimization, nonlinear optimization"
optimizing compiler,"compiler optimization, compiler optimization technique, compiler design, compiler theory, compiler correctness, compiler switch"
oracle developer studio,
order function,"order functions, order logic, order logics, higher-order function, first order logic, exact function, basic function, observation function, mathematical function, function evaluates"
order functions,"order function, order logic, order logics, first order logic, main functions, complex functions, math functions, polynomial functions, evaluation functions, radial functions"
order logic,"order logics, first order logic, order function, higher-order logic, order functions, classical logic, mathematical logic, logic optimization, computational logic, logic program"
order logics,"order logic, first order logic, higher-order logics, order function, order functions, description logics, fuzzy description logics"
ordered sets,"mutable ordered lists, data sets, ordered tree, fuzzy sets, structured data sets, propositional calculuswhich sets, character sets"
ordered tree,"decision tree technique, balanced tree, plane tree, tree traversal, sorted binary tree, weight-balanced tree, rooted tree, spanning tree generation, tree decomposition, untyped tree structure"
organizational network,"network architecture, internal network, network environments, computer network, computer network architecture, network integration design, telecommunications network, communications network, network elements, decision network"
oriented analysis,"oriented code, structured analysis, oriented decomposition, Object Oriented Programming, object oriented programming, feature oriented programming, structural analysis, data analysis, functional analysis, combinatorial data analysis"
oriented code,"oriented analysis, Object Oriented Programming, object oriented programming, feature oriented programming, code development, managed code, oriented decomposition, code libraries, object code optimizer, computer program source code"
oriented decomposition,"oriented analysis, orthogonal decomposition, interpolative decomposition, oriented code, matrix decomposition, empirical eigenfunction decomposition, polynomial decomposition, tree decomposition, cholesky decomposition, polynomial decomposition theorem"
original data,"raw data, digital data, embedded data, data stored, data model, data analysis, data base model, future data, labeled data, data set"
orthogonal decomposition,"orthogonal decomposition methods, polynomial decomposition, matrix decomposition, interpolative decomposition, polynomial decomposition theorem, empirical orthogonal functions, oriented decomposition, empirical eigenfunction decomposition, cholesky decomposition, tree decomposition"
orthogonal decomposition methods,"orthogonal decomposition, polynomial decomposition, matrix decomposition, polynomial decomposition theorem, interpolative decomposition, empirical orthogonal functions, empirical eigenfunction decomposition, cholesky decomposition, computational methods, optimization methods"
osi model,"graphical model, directed graphical model, data model, structured model, mathematical model, multinomial model, statistical model, semi-structured model, model sequences, data base model"
outer node,"external node, Node Link, leaf node, root node, terminal node"
output classification,"classification performance, classification tasks, classification accuracy, classification criteria, classification algorithms, classification problem, statistical classification, fuzzy classification, output label, multiclass classification"
output label,"output classification, output layer, categorical label"
output layer,"input layer, output classification, hidden layer, output label, multi layer perceptron"
overlapping loop iterations,"loop splitting, generalised loop splitting, nested loop, loop body, loop peeling, feedback loop"
parallel algorithm,"concurrent algorithm, parallel computing, parallel solution, sequential algorithm, matching algorithm, recursive algorithm, optimization algorithm, approximation algorithm, parallel sort, algorithm theory"
parallel computing,"parallel algorithm, parallel solution, parallel graph algorithms, parallel sort, advanced computing environment, numerical computing programs, computing power, computing resources, soft computing, distributed computing"
parallel graph algorithms,"graph algorithms, graph exploration, graph theory, directed graph, parallel computing, graph search, regular graph, finite graph, underlying graph, graph traversal"
parallel solution,"parallel algorithm, parallel computing, optimal solution, parallel graph algorithms, parallel tree contraction, parallel sort, software solution"
parallel sort,"comparison sort, hybrid merge sort, digital sort, insertion sort, parallel algorithm, radix sort, parallel computing, sort keys, parallel solution, pigeonhole sort"
parallel tree contraction,"tree contraction, balanced tree, tree traversal, binary tree, tree decomposition, tree decompositions, spanning tree generation, tree isomorphism, weight-balanced tree, rooted tree"
parent class,"fuzzy class, learnable function class"
parity function,"discriminant function analysis, exact function, function evaluates, differentiable function, primitive recursive function, basic function, linear function, function abstraction, mathematical function, linear discriminant function"
parsimonious reductions,logspace reductions
partitioning design pattern,"design pattern, design patterns, Software design pattern, design problem, pattern calculus, creational pattern, algorithmic design, pattern language, mvc design pattern, software design description"
path trees,"thus trees, spanning trees, binary trees, search trees, join trees, extended binary trees, decision trees, avl trees, binary search trees, clique trees"
pattern calculus,"concurrent pattern calculus, pattern language, creational pattern, differential calculus, pattern recognition, design pattern, pattern matching, structural pattern recognition, frequent pattern discovery, factory method pattern"
pattern language,"pattern calculus, creational pattern, pattern recognition, design pattern, language specification, specification language, programming language, pattern recognition task, programming language theory, natural language"
pattern matching,"matching algorithm, pattern recognition, pattern language, pattern recognition task, pattern calculus, statistical pattern recognition, concurrent pattern calculus, structural pattern recognition, frequent pattern discovery, Singleton pattern"
pattern recognition,"pattern recognition task, statistical pattern recognition, structural pattern recognition, pattern language, frequent pattern discovery, pattern matching, pattern calculus, character recognition, recognition tasks, creational pattern"
pattern recognition task,"pattern recognition, statistical pattern recognition, structural pattern recognition, recognition tasks, frequent pattern discovery, pattern language, sequence labeling task, pattern matching, creational pattern, character recognition"
pci express,
performance analyzer,"software performance analysis, system performance, classification performance"
perl programming,"general programming languages, programming language, programming languages, functional programming, programming language compilers, programming language theory, programming language semantics, computer programming, visual programming languages, scientific programming languages"
phase distinction,
phylogenetic trees,"binary trees, thus trees, search trees, extended binary trees, binary search trees, spanning trees, path trees, avl trees, clique trees, decision trees"
physical memory,"memory sharing, computer memory, memory space, memory management, memory protection, memory search, memory allocation, global memory, memory dependence prediction, memory debuggers"
physical neural network,"physical neural networks, neural network, neural networks, artificial neural network, artificial neural networks, neural network toolbox, computational neural network models, deep neural networks, neural networks training, recurrent neural network"
physical neural networks,"physical neural network, neural networks, neural network, artificial neural networks, artificial neural network, deep neural networks, neural networks training, computational neural network models, numeric artificial neural networks, neural network toolbox"
physical qualities,"physical memory, physical neural networks, physical neural network"
pigeonhole sort,"pigeonhole sorting, sort keys, digital sort, comparison sort, parallel sort, radix sort, insertion sort, hybrid merge sort"
pigeonhole sorting,"pigeonhole sort, sorting lists, sorting algorithm, sorting algorithms, comparative sorting algorithm, comparison sorting algorithms"
planar graphbased,
plane sweep,"plane sweep algorithm, sweep surface, sweep line algorithms, sweep line algorithm, plane tree"
plane sweep algorithm,"plane sweep, sweep line algorithm, sweep line algorithms, sweep surface, baumwelch algorithm, shuffling algorithm, algorithm theory, mean shift algorithm, approximation algorithm, transformation algorithm"
plane tree,"ordered tree, balanced tree, tree traversal, tree contraction, bsp tree, rooted tree, binary tree, spanning tree generation, tree decomposition, decision tree technique"
plate notation,decision model and notation
point distribution model,"value distribution, probability distribution, statistical model, normal distribution, data base model, statistical model comparison, gaussian distribution, data model, joint probability distribution, prediction model"
polygonal approximations,factor approximations
polygraphic substitution,polygraphic substitution systems
polygraphic substitution systems,"polygraphic substitution, computational systems, adaptive systems, artificial systems, reduction systems, semiautomatic data processing systems, systems engineering, computer algebra systems, 3d user interaction systems, reasoning systems"
polymorphic association,"polymorphic recursion, recursive parametrically polymorphic function, association rule learning"
polymorphic recursion,"recursive parametrically polymorphic function, structural recursion, polymorphic association"
polynomial decomposition,"polynomial decomposition theorem, bernstein polynomial, polynomial functions, polynomial expression, orthogonal decomposition, matrix decomposition, polynomial sequence, characteristic polynomial, polynomial sequences, orthogonal decomposition methods"
polynomial decomposition theorem,"polynomial decomposition, polynomial expression, bernstein polynomial, orthogonal decomposition methods, orthogonal decomposition, characteristic polynomial, polynomial sequence, graph polynomial, matrix decomposition, interpolative decomposition"
polynomial expression,"polynomial functions, bernstein polynomial, characteristic polynomial, polynomial decomposition, polynomial sequence, polynomial sequences, polynomial decomposition theorem, graph polynomial, expression computational intelligence, conditional expression"
polynomial functions,"polynomial expression, polynomial decomposition, graph polynomial, polynomial sequences, math functions, radial functions, main functions, complex functions, empirical orthogonal functions, general recursive functions"
polynomial sequence,"polynomial expression, bernstein polynomial, characteristic polynomial, polynomial decomposition, graph polynomial, polynomial decomposition theorem, sequence data, sequence labeling algorithms, sequence labeling, temporal sequence"
polynomial sequences,"polynomial expression, polynomial functions, polynomial decomposition, graph polynomial, assembling sequences, model sequences, input sequences, bit sequences, protein sequences"
polynomial time algorithm,"time algorithm, algorithm theory, quasilinear time algorithms, linear programming algorithm finds, sequential algorithm, approximation algorithm, algorithm design technique, computation time, conquer algorithm, recursive algorithm"
pool-based sampling,"multilevel sampling system, shannon sampling theorem, gibbs sampling"
pooling layers,"fully connected layers, traditional convolutional layers, hidden layers, normalization layers"
portable distributed objects,"distributed object communication, distributed application, distributed computing, distributed information processing, distributed computing environment, distributed application architecture, distributed artificial intelligence, distributed data stores, distributed artificial intelligence systems, distributed search"
predicate functor logic,"predicate logic, semantic predicate, logic program, logic programming, higher-order logic, classical logic, constraint logic programming, logic programming language, computational logic, logic programming languages"
predicate logic,"predicate functor logic, semantic predicate, logic program, classical logic, logic programming, first order logic, higher-order logic, logic programming language, mathematical logic, constraint logic programming"
prediction algorithms,"prediction model, classification algorithms, machine learning algorithms, environmental prediction, based learning algorithms, efficient algorithms, genetic algorithms, evolutionary algorithms, correction algorithms, kernelized learning algorithms"
prediction model,"prediction algorithms, predictive model, environmental prediction, probabilistic model, statistical model, decision model, model predictive control, statistical model comparison, mathematical model, structured probabilistic model"
predictive analytics,"predictive model, adaptive predictive coding, model predictive control"
predictive model,"prediction model, model predictive control, predictive analytics, statistical model, probabilistic model, data model, structured probabilistic model, statistical model comparison, decision model, generative model"
primitive data types,"data type, term complex data type, rational data type, abstract data types, abstract data type, data type constrains, data abstraction, structured data, data structure, composite data type"
primitive recursive,"primitive recursive function, primitive recursive functions, general recursive functions, recursive algorithms, hybrid recursive algorithms, recursive parametrically polymorphic function, primitive data types, training recursive neural nets"
primitive recursive function,"primitive recursive functions, primitive recursive, general recursive functions, recursive parametrically polymorphic function, recursive algorithms, hybrid recursive algorithms, differentiable function, basic function, function abstraction, mathematical function"
primitive recursive functions,"primitive recursive function, primitive recursive, general recursive functions, recursive parametrically polymorphic function, recursive algorithms, hybrid recursive algorithms, complex functions, math functions, polynomial functions, computable functions"
principal component analysis,"system level analysis, structural analysis, functional analysis, data analysis, structured analysis, combinatorial data analysis, oriented analysis, virtual machine component, convergence analysis, numerical analysis"
priority queue,"priority queues, double-ended priority queue, priority queue based data structure, randomized meldable priority queue"
priority queue based data structure,"priority queue, randomized meldable priority queue, distributed data stores, data storage, data warehouse, data stored, arbitrary data structures, data stream clustering, data set, data base model"
priority queues,"priority queue, double-ended priority queue, randomized meldable priority queue"
private key,"private key set, public key encryption models"
private key set,"private key, public key encryption models"
probabilistic encryption scheme,"deterministic encryption scheme, deterministic encryption schemes, deterministic encryption, encryption algorithm, advanced encryption standard, certificate-based encryption, data encryption standard, public key encryption models, disk encryption software, disk hardware encryption"
probabilistic graphical model,"probabilistic models, probabilistic model, structured probabilistic model, probabilistic relational model, graphical model, probabilistic relationships, probabilistic parsing mechanism, directed graphical model, probabilistic tests, undirected graphical model"
